pregrasp_ok,min_ee_peg,grasp_formed,t_first_grasp,max_peg_z,min_pg_grasped,reached_target,released_after_reach,success,steps
1,0.030900958615807647,1,0,0.31668615643948766,0.009839680195929578,1,0,1,35
1,0.021821463029320413,1,0,0.21286768158243036,0.027889882869663846,1,0,1,10
1,0.024190056521940208,1,0,0.13291787387290865,0.01523409758610994,1,0,1,21
1,0.005048734724966668,1,0,0.2615891474933454,0.02451969405029802,1,0,1,17
1,0.017344593535736638,1,0,0.3523638289662995,0.02503336642268267,1,0,1,27
1,0.01387633592016419,1,0,0.2102287157268445,0.013159751224821112,1,0,1,29
1,0.014078991196245599,1,0,0.3383609708385269,0.005389937222760937,1,0,1,17
1,0.018049025675323748,1,0,0.33443738154982444,0.026400942836968287,1,0,1,19
1,0.016490507625821427,1,0,0.3194613478573465,0.020729846232240712,1,0,1,55
1,0.01416925539686788,1,0,0.30891320440585973,0.023678751511310027,1,0,1,17
1,0.007522786043433917,1,0,0.19924302790730877,0.010723853045438806,1,0,1,27
1,0.020891220062724824,1,0,0.3260136593323922,0.0033046692971254584,1,0,1,15
1,0.015166392768087573,1,0,0.12744340331151852,0.026935219348506255,1,0,1,9
1,0.013509511981280866,1,0,0.19050574891861502,0.027928243153899555,1,0,1,27
1,0.014496280971220125,1,0,0.18337063059183195,0.02901230708525518,1,0,1,15
1,0.014648955590326841,1,0,0.34670117794457916,0.029351310541476477,1,0,1,20
1,0.015228436945912523,1,0,0.1990608102646358,0.027760644959541426,1,0,1,23
1,0.014794016679929987,1,0,0.19426513193106704,0.022200531010243423,1,0,1,36
1,0.013142167505728348,1,0,0.3393050314265638,0.029272721736972606,1,0,1,57
1,0.013700174905276112,1,0,0.35647599271680996,0.017243290224172484,1,0,1,30
1,0.027543692707011423,1,0,0.2897171347489768,0.01155357408476818,1,0,1,19
1,0.02278247916781859,1,0,0.2871361589550568,0.022076210791754456,1,0,1,14
1,0.014445643129883527,1,0,0.17080961016031632,0.008070599627488654,1,0,1,17
1,0.01666552231960053,1,0,0.16961577507681458,0.025338692537403087,1,0,1,7
1,0.016951369341641428,1,0,0.26753490574354455,0.023979864706043453,1,0,1,30
1,0.019760865467897907,1,0,0.3089470974471914,0.00796070474643781,1,0,1,18
1,0.0033566397011773833,1,0,0.1776061873985847,0.019538316891561238,1,0,1,12
1,0.019553288644098936,1,0,0.3607091649653934,0.028663581831974344,1,0,1,24
1,0.013234503412848188,1,0,0.33952058979594096,0.0242041222622017,1,0,1,32
1,0.014070139781391053,1,0,0.18121801332065593,0.01498178286391468,1,0,1,29
1,0.012563138872930011,1,0,0.28706379790158115,0.018782414725895685,1,0,1,22
1,0.017327952961742662,1,0,0.26198359331778986,0.026879672927044313,1,0,1,16
1,0.013009553038338829,1,0,0.23325181236501757,0.010443794705718535,1,1,1,28
1,0.015210348864490622,1,0,0.20033772227266794,0.02633296312377706,1,0,1,24
1,0.014230279687811771,1,0,0.2902817632621087,0.01549197047412278,1,0,1,33
1,0.011975762761353061,1,0,0.23155154648752937,0.011728507537290576,1,0,1,33
1,0.014296416920271416,1,0,0.2530521018366278,0.021130276960147517,1,0,1,62
1,0.010334460916103766,1,0,0.21297414501784026,0.018534521554288724,1,0,1,28
1,0.018209655510869942,1,0,0.16179868949230145,0.023802384596673328,1,0,1,7
1,0.017002264896627792,1,0,0.28030497275174837,0.01861788021664416,1,0,1,34
